op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition,price,lat,lon
For sale,centrs,Bruņinieku 12,4,112.0,2.0,5.0,P. kara,Masonry,All amenities,124450.0,56.9583184,24.127276600000002
For rent,Zolitūde,Anniņmuižas 7,2,64.0,12.0,13.0,Jaun.,Panel,All amenities,500.0,56.94666195,24.01301965007177
For sale,Pļavnieki,Salnas 11,3,64.0,3.0,9.0,602.,Panel,All amenities,65000.0,56.942747399999995,24.2246202
For rent,centrs,Ģertrūdes 108,2,40.0,3.0,3.0,P. kara,Masonry,All amenities,25.0,56.947433600000004,24.140306459767146
For sale,Čiekurkalns,Rusova 9,3,88.0,7.0,7.0,Jaun.,Panel-Brick,All amenities,135000.0,56.98909155,24.170334430251565
For sale,Āgenskalns,Ormaņu 27,2,42.0,2.0,2.0,P. kara,Wood,All amenities,39000.0,56.939375399999996,24.0705981
For sale,centrs,Barona 55,5,192.0,2.0,6.0,Specpr.,Brick-Panel,All amenities,260000.0,56.9565335,24.1316134
For rent,Maskavas priekšpilsēta,Maskavas 146,1,15.0,1.0,1.0,Renov.,Panel-Brick,All amenities,190.0,56.8597884,24.3083417
For sale,Imanta,Rigondas g. 3,3,73.0,3.0,12.0,Čehu pr.,Brick-Panel,All amenities,87600.0,56.9648157,24.019053399999997
For sale,Āgenskalns,Kuldīgas 45a,2,57.0,3.0,3.0,P. kara,Wood,Without amenities,22000.0,56.951192299999995,24.0659141
For sale,Jugla,Murjāņu 20,4,144.0,2.0,3.0,Jaun.,Brick,All amenities,195000.0,56.9833122,24.238484538349038
For sale,Āgenskalns,Kuldīgas 32,2,49.0,3.0,5.0,P. kara,Masonry,All amenities,65000.0,56.947470499999994,24.0604076
For rent,centrs,Dzirnavu 31,3,82.0,7.0,7.0,P. kara,Masonry,All amenities,900.0,56.959280500000006,24.1128099
For sale,centrs,Ausekļa 14,2,71.0,3.0,6.0,Jaun.,Masonry,All amenities,265000.0,56.961578900000006,24.100472915782877
For sale,centrs,Miera 93,4,80.0,2.0,7.0,Jaun.,Masonry,All amenities,145000.0,56.9704076,24.137787399999997
For sale,Purvciems,Ieriķu 29,2,49.0,4.0,5.0,Hrušč.,Panel,All amenities,36900.0,56.96659085,24.1779225
For sale,centrs,Tallinas 52,2,60.0,5.0,5.0,P. kara,Masonry,All amenities,85800.0,56.96001379999999,24.14174676786641
For sale,centrs,Brīvības iela 93,5,111.2,5.0,6.0,P. kara,Masonry,All amenities,139000.0,56.960896999999996,24.1318215
For sale,Dārzciems,Zeltiņu 22,3,63.0,8.0,9.0,602.,Panel,All amenities,49900.0,56.94662339999999,24.170114830584513
For sale,Pļavnieki,Jasmuižas 10,1,33.0,1.0,9.0,602.,Panel,All amenities,36500.0,56.93627829999999,24.21107490000001
For rent,centrs,Elizabetes 37,1,24.0,4.0,4.0,P. kara,Masonry,All amenities,125.0,56.957595,24.111926399999998
For rent,Zolitūde,Zolitūdes 46,3,78.0,5.0,9.0,119.,Panel,All amenities,325.0,56.94224055,24.00608457590655
For sale,Vecmīlgrāvis,Melīdas 6c,3,61.0,4.0,9.0,467.,Panel,All amenities,54000.0,57.0311238,24.10940243671249
For rent,Vecmīlgrāvis,Dombrovska 75,2,56.0,3.0,5.0,103.,Brick-Panel,All amenities,280.0,57.03684145,24.09501681992875
For rent,centrs,Katrīnas d. 22,2,42.0,1.0,4.0,Hrušč.,Brick,All amenities,400.0,56.9716816,24.1021951
For sale,Āgenskalns,Kuldīgas 10,1,21.0,1.0,2.0,P. kara,Wood,Partial amenities,17700.0,56.951762800000004,24.067348709240818
For sale,Dzegužkalns,Morica 20b,3,69.0,5.0,5.0,LT proj.,Panel-Brick,All amenities,52000.0,56.95337965,24.047001100000006
For sale,Purvciems,Marsa g. 1,2,50.0,5.0,5.0,LT proj.,Panel,All amenities,40500.0,56.95183839999999,24.1999196
For sale,Ziepniekkalns,Ozolciema 12/4,4,93.0,9.0,10.0,119.,Panel,All amenities,92000.0,56.899030700000004,24.078598899999996
For sale,Āgenskalns,Dzirciema 31,2,59.0,4.0,5.0,Jaun.,Brick,All amenities,105700.0,56.9556303,24.05211645719757
For sale,centrs,Maskavas 84,2,48.0,6.0,6.0,P. kara,Masonry,Partial amenities,37400.0,56.8597884,24.3083417
For sale,centrs,Marijas 15,1,22.0,6.0,6.0,P. kara,Masonry,All amenities,41500.0,56.95029005,24.124067997430377
For sale,Purvciems,Deglava 104,4,90.0,2.0,9.0,119.,Panel,All amenities,106500.0,56.94802780000001,24.188490449999968
For sale,Bieriņi,Dāliju 8a,1,25.0,1.0,2.0,P. kara,Wood,All amenities,33000.0,56.9214421,24.045909299999998
For sale,Imanta,Slokas 191,2,51.0,4.0,5.0,Specpr.,Panel-Brick,All amenities,49000.0,56.96321085,24.017659877394646
For sale,centrs,Strēlnieku 19,3,79.0,1.0,3.0,P. kara,Masonry,All amenities,135000.0,56.96130605000001,24.11058219480416
For sale,Pļavnieki,Ilūkstes 18,2,50.0,3.0,9.0,602.,Panel,All amenities,45000.0,56.938832999999995,24.196218600625073
For rent,Grīziņkalns,Sapieru 1,1,25.0,3.0,3.0,P. kara,Wood,All amenities,150.0,56.96352220000001,24.15270786878045
For sale,centrs,Matīsa 17,2,52.2,5.0,5.0,P. kara,Masonry,All amenities,81500.0,56.95772985,24.132314626027092
For sale,Purvciems,Staiceles 19,3,58.8,1.0,5.0,LT proj.,Panel,All amenities,59595.0,56.95720875,24.173576275869216
For sale,Teika,Brīvības gatve 281,5,114.0,1.0,5.0,Specpr.,Brick,All amenities,89000.0,56.980250399999996,24.188750199999998
For sale,Dārzciems,Lubānas 56,3,65.0,4.0,9.0,467.,Panel,All amenities,53700.0,56.93144315,24.175756900229654
For rent,Imanta,Anniņmuižas bulvāris 43,3,80.0,17.0,24.0,Jaun.,Masonry,All amenities,650.0,56.95903060000001,24.013887042852996
For rent,centrs,Cēsu 5,3,70.0,4.0,5.0,P. kara,Brick,All amenities,550.0,56.964265100000006,24.1370086
For sale,Āgenskalns,Daugavgrīvas 68a,2,66.0,2.0,5.0,Staļina,Masonry,All amenities,75000.0,56.955990899999996,24.069582699999998
For rent,VEF,Ropažu 5,3,67.0,1.0,5.0,LT proj.,Brick,All amenities,540.0,56.9754428,24.169706095324887
For rent,Teika,Ropažu 5,3,67.0,1.0,5.0,LT proj.,Brick,All amenities,540.0,56.9754428,24.169706095324887
For sale,centrs,Valdemāra 76,3,80.0,2.0,9.0,Specpr.,Brick,All amenities,105000.0,56.96885245,24.132576039430017
For sale,Iļģuciems,Skujenes 13,2,45.0,2.0,5.0,LT proj.,Brick-Panel,All amenities,46500.0,56.96306045,24.04793637560816
For sale,Mežaparks,Viestura pr. 59,2,47.0,9.0,10.0,Specpr.,Brick,All amenities,49000.0,56.998436600000005,24.1328951
For sale,Ķengarags,Dubnas 8,1,42.0,1.0,12.0,M. ģim.,Brick,All amenities,29500.0,56.90431635,24.19765243709013
For sale,Dārzciems,Preiļu 4,3,71.0,2.0,5.0,Specpr.,Masonry,All amenities,65000.0,56.9370582,24.18808040018629
For rent,centrs,Merķeļa 1,1,24.0,4.0,6.0,P. kara,Brick,All amenities,100.0,56.948235100000005,24.1198579
For sale,Āgenskalns,Gardenes 9,3,54.0,2.0,5.0,Specpr.,Brick,All amenities,50000.0,56.9273556,24.07368867474538
For sale,Ziepniekkalns,Valdeķu 54,1,32.0,9.0,9.0,602.,Panel-Brick,All amenities,36000.0,56.9094064,24.0954157
For sale,Dzegužkalns,Iecavas 1,2,52.0,1.0,5.0,Jaun.,Brick-Panel,All amenities,86350.0,56.955558700000005,24.050680026078172
For sale,Dzegužkalns,Iecavas 1,2,59.0,2.0,5.0,Jaun.,Brick-Panel,All amenities,116560.0,56.955558700000005,24.050680026078172
For rent,Šampēteris-Pleskodāle,Irlavas 34,2,61.0,3.0,3.0,Jaun.,Masonry,All amenities,450.0,56.9410497,24.029972674199986
For sale,Teika,Caunes 11,5,180.0,2.0,3.0,Jaun.,Brick-Panel,All amenities,205000.0,56.98105865,24.189900558531278
For sale,Dzegužkalns,Iecavas 1,3,90.0,1.0,5.0,Jaun.,Brick-Panel,All amenities,128000.0,56.955558700000005,24.050680026078172
For rent,centrs,Sadovņikova 56,2,30.0,2.0,5.0,Jaun.,Masonry,All amenities,25.0,56.940855500000005,24.1364923
For sale,Vecmīlgrāvis,Kāvu 4,2,52.0,1.0,5.0,LT proj.,Panel,All amenities,35000.0,57.0331188,24.100459327776193
For rent,centrs,Ganību d. 14,1,31.0,2.0,2.0,P. kara,Brick,All amenities,290.0,56.9928319,24.1224521
For sale,Purvciems,Stirnu 47,2,38.0,2.0,5.0,LT proj.,Panel,All amenities,37000.0,56.96285935,24.18951307567781
For rent,centrs,Republikas laukums 3,2,55.0,5.0,8.0,Jaun.,Panel-Brick,All amenities,850.0,56.9552522,24.0999991251943
For sale,Imanta,Anniņmuižas bulvāris 28,2,53.0,1.0,16.0,Specpr.,Brick,All amenities,59500.0,56.96051595,24.02063584848073
For rent,Vecrīga,Laipu 5,3,94.0,3.0,4.0,P. kara,Brick,All amenities,850.0,56.9488525,24.108377899999997
For rent,Vecrīga,Kalēju 74,2,61.0,3.0,6.0,Jaun.,Panel-Brick,All amenities,44.0,56.94545600000001,24.1115799
For rent,centrs,Matīsa 137,2,55.0,1.0,4.0,P. kara,Brick,Partial amenities,225.0,56.94852645,24.15192683537797
For rent,centrs,Barona 76,3,55.0,2.0,6.0,Renov.,Masonry,All amenities,630.0,56.95643795,24.132572982155622
For sale,centrs,Miera 86,2,43.0,1.0,5.0,P. kara,Masonry,All amenities,62000.0,56.96657629999999,24.1337504
For sale,Āgenskalns,Kuldīgas 32,2,53.0,3.0,4.0,P. kara,Masonry,All amenities,70000.0,56.947470499999994,24.0604076
For sale,centrs,Lāčplēša 54,2,70.0,6.0,6.0,P. kara,Brick,All amenities,89500.0,56.9513816,24.128961899999997
For sale,Iļģuciems,Lilijas 28,3,106.0,6.0,6.0,Jaun.,Panel,All amenities,135000.0,56.9647715,24.0601162229667
For sale,Ķengarags,Kaņiera 18,1,36.0,9.0,12.0,M. ģim.,Brick,All amenities,35000.0,56.915016,24.167233005332356
For sale,centrs,Smilšu 14a,3,49.0,5.0,5.0,P. kara,Brick,All amenities,135520.0,56.9503591,24.108412899999998
For sale,centrs,Valdemāra 109,1,35.0,5.0,6.0,Specpr.,Brick-Panel,All amenities,58000.0,56.965833700000005,24.12880337586776
For sale,Sarkandaugava,Hāpsalas 1 k-1,3,64.0,6.0,8.0,Renov.,Brick-Panel,All amenities,77000.0,56.99858105,24.121912576264762
For sale,Ziepniekkalns,Līvciema 10,3,73.0,5.0,5.0,Specpr.,Panel,All amenities,86000.0,56.91083689999999,24.098253430927052
For rent,Purvciems,Mārcienas 1,2,56.0,8.0,9.0,119.,Panel,All amenities,330.0,56.95486825,24.1676608
For rent,Imanta,Anniņmuižas bulvāris 41,1,46.0,5.0,24.0,Jaun.,Panel-Brick,All amenities,390.0,56.95959205,24.014752249921976
For sale,centrs,Dzirnavu 115,3,73.0,2.0,4.0,P. kara,Masonry,All amenities,125000.0,56.9421782,24.1272241
For rent,centrs,Vesetas 30,2,42.0,4.0,6.0,Hrušč.,Brick,All amenities,380.0,56.97172205,24.130130899999997
For rent,Ziepniekkalns,Sērenes 4,2,53.0,6.0,16.0,104.,Panel,All amenities,340.0,56.90479835,24.084015265710573
For rent,Āgenskalns,Pilsoņu 18,1,15.0,1.0,1.0,Renov.,Brick,All amenities,35.0,56.93190920000001,24.0700156
For sale,centrs,Vidus 11,2,59.0,3.0,5.0,Renov.,Masonry,All amenities,154000.0,56.96153029999999,24.10291659587181
For rent,Mežciems,Kaivas 50-4,1,45.0,5.0,5.0,Jaun.,Brick-Panel,All amenities,340.0,56.9541725,24.2443253
For sale,centrs,Valdemāra 143,4,69.0,2.0,5.0,Hrušč.,Brick,All amenities,93000.0,56.97070465,24.132068837473213
For sale,Zolitūde,Ruses 3,3,75.0,2.0,9.0,119.,Panel-Brick,All amenities,63500.0,56.9484028,24.00206886443955
For rent,centrs,Lāčplēša 44/46,2,45.0,4.0,4.0,Renov.,Brick-Panel,All amenities,420.0,56.95248815,24.12776921094798
For sale,Vecrīga,13. janvāra 21,3,91.0,2.0,6.0,Jaun.,Panel-Brick,All amenities,198000.0,56.944378099999994,24.110508499999998
For sale,Ziepniekkalns,Dignājas 3,2,63.0,3.0,6.0,Jaun.,Masonry,All amenities,81900.0,56.912781,24.119191453427128
For sale,centrs,Ģertrūdes 62,6,150.0,6.0,7.0,P. kara,Masonry,All amenities,219000.0,56.951236800000004,24.1334549
For sale,Teika,Bērzpils 3,2,42.0,4.0,5.0,Hrušč.,Brick-Panel,All amenities,65000.0,56.9789092,24.171619699999994
For rent,centrs,Republikas laukums 3,5,120.0,5.0,6.0,Jaun.,Masonry,All amenities,1000.0,56.9552522,24.0999991251943
For rent,Ķengarags,Maskavas 261,1,22.0,3.0,5.0,Renov.,Brick,All amenities,280.0,56.8597884,24.3083417
For rent,centrs,Rūpniecības 16,2,60.0,3.0,5.0,P. kara,Masonry,All amenities,500.0,56.96068670000001,24.1035085
For rent,Vecrīga,Kalēju 14,4,105.0,5.0,5.0,P. kara,Brick,All amenities,49.0,56.94839079999999,24.11070826217105
For rent,Mežciems,Kaivas 50,1,32.0,1.0,5.0,Jaun.,Panel,All amenities,330.0,56.95546705,24.24181865
For sale,centrs,Republikas laukums 3,2,63.0,2.0,7.0,Jaun.,Masonry,All amenities,120000.0,56.9552522,24.0999991251943
For sale,centrs,Stabu 95,2,60.0,3.0,5.0,P. kara,Masonry,All amenities,59000.0,56.95048825000001,24.14085365424597
For sale,Ķengarags,Maskavas 268/7,3,59.0,4.0,5.0,LT proj.,Panel,All amenities,59500.0,56.944585100000005,24.1127805007715
For rent,Pļavnieki,Dravnieku 6,2,50.0,7.0,9.0,602.,Panel,All amenities,220.0,56.94383305,24.210806749087578
For rent,centrs,Republikas laukums 3,3,100.0,5.0,7.0,Jaun.,Masonry,All amenities,1000.0,56.9552522,24.0999991251943
For rent,Vecrīga,Vāgnera 12,1,33.0,2.0,4.0,P. kara,Masonry,All amenities,35.0,56.94881585,24.111473859108518
For sale,Purvciems,Burtnieku 33,1,15.0,5.0,5.0,Specpr.,Brick-Panel,All amenities,12900.0,56.9685701,24.1819824
For sale,Ķengarags,Lubānas 35,2,43.0,1.0,3.0,Hrušč.,Brick,All amenities,44300.0,56.93312415,24.166340347482638
For sale,centrs,Dzirnavu 60a,3,93.0,4.0,7.0,Renov.,Brick,All amenities,230000.0,56.95420260000001,24.119565396992478
For sale,centrs,Stabu 29,3,72.0,4.0,7.0,P. kara,Masonry,All amenities,159000.0,56.956433499999996,24.1285032
For sale,Bolderāja,Lielupes 68,2,49.0,4.0,5.0,LT proj.,Panel,All amenities,34000.0,57.03099005,24.0574072
For sale,Jugla,Silciema 15/1,2,43.0,2.0,5.0,LT proj.,Panel,All amenities,40000.0,56.9826782,24.240658800000002
For sale,Pļavnieki,Zemes 8,1,31.0,8.0,9.0,602.,Panel,All amenities,36000.0,56.94139985,24.201116318400704
For sale,Šampēteris-Pleskodāle,Irlavas 20,4,152.0,4.0,6.0,Specpr.,Brick-Panel,All amenities,195000.0,56.939423100000006,24.035948911819354
For sale,Mangaļi,Ezera 13,1,27.0,2.0,2.0,P. kara,Brick,Partial amenities,16000.0,57.02046865,24.12971993710585
For sale,Zolitūde,Zolitūdes 46,4,91.0,7.0,9.0,119.,Panel,All amenities,83000.0,56.94224055,24.00608457590655
For sale,Vecmīlgrāvis,Meldru 12,2,42.0,2.0,4.0,Hrušč.,Brick,All amenities,27500.0,57.0301906,24.09970765000001
For sale,Jaunciems,Jaunciema g. 167,2,44.0,2.0,2.0,Specpr.,Wood,All amenities,11790.0,57.03411800000001,24.1267927
For rent,centrs,Pumpura 3a,4,120.0,1.0,3.0,Renov.,Masonry,All amenities,1350.0,56.9566456,24.1107022
For sale,Mežciems,Kaivas 50/2,4,93.0,2.0,5.0,Jaun.,Panel,All amenities,112000.0,56.9541725,24.2443253
For rent,centrs,Čaka 117/1,3,71.0,6.0,6.0,Renov.,Masonry,All amenities,520.0,56.9626863,24.148058399999996
For rent,centrs,Čaka 117,3,75.0,4.0,6.0,Renov.,Masonry,All amenities,520.0,56.9590876,24.14123176473269
For rent,centrs,Avotu 11,1,41.0,1.0,6.0,P. kara,Masonry,All amenities,320.0,56.950686700000006,24.129134698872555
For rent,centrs,Ģertrūdes 9,3,150.0,8.0,9.0,P. kara,Masonry,All amenities,1100.0,56.958293999999995,24.1213478
For rent,centrs,Matīsa 18,2,40.0,2.0,5.0,P. kara,Masonry,All amenities,350.0,56.95745595,24.13195582649175
For rent,Sarkandaugava,Duntes 48,1,34.0,3.0,6.0,P. kara,Masonry,Partial amenities,145.0,56.99189845,24.127666923956397
For rent,centrs,Barona 76,3,67.0,3.0,6.0,Renov.,Masonry,All amenities,760.0,56.95643795,24.132572982155622
For rent,centrs,Zvaigžņu 24,2,30.0,4.0,6.0,Renov.,Masonry,All amenities,30.0,56.9607411,24.1497716
For sale,centrs,Hospitāļu 33a,3,63.0,3.0,3.0,P. kara,Masonry,All amenities,76000.0,56.9729912,24.13725355736659
For sale,Āgenskalns,Kuldīgas 32,2,53.0,4.0,4.0,P. kara,Masonry,All amenities,71000.0,56.947470499999994,24.0604076
For sale,Pļavnieki,Jasmuižas 8,4,80.0,2.0,9.0,467.,Panel,All amenities,68800.0,56.936558700000006,24.20977764416761
For sale,centrs,Valdemāra 69,2,33.0,3.0,5.0,Renov.,Masonry,All amenities,61500.0,56.9620417,24.122443899999997
For sale,Ķīpsala,Ogļu 32,3,80.0,2.0,4.0,Renov.,Masonry,All amenities,260000.0,56.9608406,24.081764791335797
For rent,Ķīpsala,Ogļu 32,3,80.0,2.0,4.0,Renov.,Masonry,All amenities,1200.0,56.9608406,24.081764791335797
For sale,Ķīpsala,Ogļu 32,3,79.0,1.0,4.0,P. kara,Masonry,All amenities,265000.0,56.9608406,24.081764791335797
For sale,Ķīpsala,Ogļu 32,3,79.0,1.0,4.0,P. kara,Masonry,All amenities,260000.0,56.9608406,24.081764791335797
For rent,Āgenskalns,Rododendru 14,1,31.0,3.0,5.0,Hrušč.,Brick,All amenities,270.0,56.948221499999995,24.04980085
For rent,centrs,Hospitāļu 3,3,95.0,1.0,1.0,P. kara,Brick,All amenities,40.0,56.9694194,24.13457735
For sale,Klīversala,St. Rusas 8,2,62.0,5.0,5.0,Jaun.,Masonry,All amenities,129000.0,56.9429655,24.095922100000003
For sale,centrs,Blaumaņa 34,4,64.0,1.0,3.0,Renov.,Masonry,All amenities,99200.0,56.95187610000001,24.125709399999998
For sale,Jugla,Juglas 41,2,46.0,1.0,5.0,LT proj.,Panel,All amenities,51000.0,56.97962215,24.253031
For rent,Imanta,Anniņmuižas bulvāris 41,2,55.0,2.0,24.0,Specpr.,Brick-Panel,All amenities,450.0,56.95959205,24.014752249921976
For sale,Iļģuciems,Riekstu 7,1,35.0,1.0,5.0,M. ģim.,Panel,All amenities,28000.0,56.968346200000006,24.069640715539645
For sale,Dārzciems,Slāvu 23a,3,62.0,3.0,9.0,602.,Panel,All amenities,57000.0,56.93115325,24.17756455546187
For rent,Šampēteris-Pleskodāle,Lielirbes 13,3,90.0,15.0,30.0,Jaun.,Brick-Panel,All amenities,650.0,56.933499600000005,24.0424848
For sale,Vecmīlgrāvis,Vecmīlgrāvja 9,2,41.0,2.0,4.0,Hrušč.,Brick,All amenities,36900.0,57.0294913,24.11707315
For sale,Iļģuciems,Buļļu 35 a,2,49.0,3.0,5.0,LT proj.,Panel,All amenities,44000.0,56.965298,24.057372100000002
For sale,Maskavas priekšpilsēta,Maskavas 69,2,45.0,5.0,5.0,P. kara,Masonry,All amenities,53900.0,56.8597884,24.3083417
For sale,Zolitūde,Zolitūdes 75 k-3,2,75.0,3.0,6.0,Jaun.,Brick-Panel,All amenities,115000.0,56.9413782,24.004492526581373
For sale,Āgenskalns,Melnsila 21,2,41.15,2.0,5.0,Hrušč.,Brick,All amenities,43000.0,56.9446708,24.064547201503533
For sale,Zolitūde,Ruses 3,3,75.0,4.0,9.0,119.,Panel,All amenities,63000.0,56.9484028,24.00206886443955
For sale,Pļavnieki,Tīnūžu 14,3,62.0,8.0,9.0,602.,Panel,All amenities,59000.0,56.93409355,24.208288458857137
For sale,Ķengarags,Ikšķiles 18,3,59.0,5.0,5.0,LT proj.,Panel,All amenities,59000.0,56.90349755,24.20955861458333
For sale,Purvciems,Ūnijas 76a,3,62.0,5.0,5.0,LT proj.,Panel,All amenities,68000.0,56.96065105,24.183332773969287
For rent,centrs,Skolas 36a,2,52.0,3.0,4.0,P. kara,Masonry,All amenities,700.0,48.296950200000005,-100.7081938
For sale,Ziepniekkalns,Valdeķu 60,4,79.0,6.0,9.0,602.,Panel,All amenities,72000.0,56.90156125,24.095424645270807
For sale,centrs,Lāčplēša 48,3,59.8,3.0,6.0,P. kara,Brick,All amenities,74750.0,56.95242629999999,24.1287007
For sale,Maskavas priekšpilsēta,Maskavas 182,2,48.0,6.0,9.0,467.,Panel,All amenities,35000.0,56.922806900000005,24.1703845
For rent,Purvciems,Staiceles 11,1,36.0,5.0,9.0,602.,Panel,All amenities,30.0,56.95757025,24.17155546954911
For rent,Pļavnieki,Ilūkstes 4,1,40.0,3.0,5.0,103.,Panel-Brick,All amenities,30.0,56.93391825,24.196113058652745
For rent,centrs,Rūpniecības 34a,5,158.0,3.0,6.0,Jaun.,Masonry,All amenities,1500.0,56.9659754,24.104627800000003
For sale,centrs,Zvaigžņu 13c,1,27.0,2.0,5.0,P. kara,Brick,All amenities,22500.0,56.960181999999996,24.147311399999996
For sale,centrs,Blaumaņa 12,3,62.3,2.0,6.0,Renov.,Brick,All amenities,161980.0,56.9548306,24.1221141
For rent,centrs,Skolas 36,1,36.0,1.0,4.0,P. kara,Brick,All amenities,45.0,48.296950200000005,-100.7081938
For sale,centrs,Avotu 65a,1,27.0,1.0,2.0,P. kara,Wood,All amenities,23500.0,56.9533468,24.143541100000004
For sale,Maskavas priekšpilsēta,M. Lubānas 18,1,27.0,2.0,2.0,P. kara,Wood,All amenities,14800.0,56.9348571,24.166568104357875
For sale,Imanta,M. Krūmu 1,3,59.0,4.0,5.0,LT proj.,Panel,All amenities,62000.0,56.9572544,24.002205147681842
For sale,Vecmīlgrāvis,Emmas 10,2,68.0,1.0,3.0,Staļina,Brick,All amenities,19000.0,57.028980700000005,24.1100786
For sale,Ķengarags,Maskavas 258/6,1,30.0,1.0,5.0,LT proj.,Panel,All amenities,29500.0,56.94462625,24.112892042442517
For sale,Zolitūde,Gramzdas 17,4,90.0,4.0,9.0,119.,Panel,All amenities,95000.0,56.94490875,24.00897531693778
For sale,Pļavnieki,Ilūkstes 101,1,37.0,3.0,5.0,103.,Brick,All amenities,33000.0,56.9521699,24.195695298341715
For sale,Imanta,Anniņmuižas bulvāris 43,3,95.0,8.0,24.0,Jaun.,Masonry,All amenities,180000.0,56.95903060000001,24.013887042852996
For sale,Iļģuciems,Buļļu 42 b,3,82.0,9.0,10.0,119.,Panel,All amenities,77500.0,56.965298,24.057372100000002
For sale,centrs,Strēlnieku 7,2,57.0,5.0,7.0,Jaun.,Masonry,All amenities,162000.0,56.9596279,24.107990899999997
For sale,Vecrīga,Peitavas 5,3,78.0,5.0,5.0,Renov.,Brick,All amenities,220000.0,56.9462191,24.1099153
For rent,Zolitūde,Jūrkalnes 87,4,136.0,2.0,5.0,Jaun.,Panel-Brick,All amenities,1100.0,56.93640045,24.01762898895752
For sale,Mežciems,Kaivas 50,3,92.0,2.0,5.0,Jaun.,Brick-Panel,All amenities,136000.0,56.95546705,24.24181865
For sale,Purvciems,Pūces 43,2,86.0,6.0,9.0,Jaun.,Panel,All amenities,99000.0,56.95305905,24.18957842050484
For rent,Mežciems,Druvienas 36,2,50.0,7.0,9.0,602.,Panel,All amenities,290.0,56.97049499999999,24.23270761006655
For sale,Ķengarags,Prūšu 4,2,44.0,3.0,5.0,Jaun.,Panel,All amenities,55372.0,56.914674700000006,24.181507934641882
For sale,centrs,Valdemāra 105,2,46.0,2.0,5.0,Specpr.,Brick-Panel,All amenities,58000.0,56.96543915,24.127778424915928
For sale,centrs,Miera 57a,2,92.0,5.0,5.0,Jaun.,Masonry,All amenities,172800.0,56.96762275,24.13416709123845
For sale,centrs,Miera 57a,2,97.0,2.0,4.0,Jaun.,Masonry,All amenities,168000.0,56.96762275,24.13416709123845
For sale,Mežciems,Hipokrāta 47,4,77.0,7.0,9.0,602.,Panel,All amenities,69500.0,56.96138255,24.23561975
For sale,centrs,Lienes 25,1,38.0,1.0,2.0,P. kara,Wood,All amenities,35000.0,56.952081400000004,24.14965264430115
For sale,Ķengarags,Maltas 22,2,38.0,4.0,5.0,LT proj.,Panel,All amenities,38000.0,56.90997115,24.18333841984573
For sale,Pļavnieki,Salnas 7,2,51.0,3.0,9.0,602.,Panel,All amenities,46500.0,56.94261579999999,24.2218763
For rent,Imanta,Dubultu 23,2,50.0,4.0,5.0,LT proj.,Panel,All amenities,300.0,56.957336600000005,24.004994222203774
For sale,Sarkandaugava,Sarkandaugavas 3,2,44.0,1.0,5.0,Staļina,Brick,All amenities,34000.0,56.9963311,24.12442585781475
For rent,Dārzciems,Zeltiņu 20,3,63.0,2.0,9.0,602.,Panel,All amenities,240.0,56.94682325,24.169129114795094
For sale,Mežciems,Biķernieku 226,3,60.0,3.0,5.0,LT proj.,Brick,All amenities,55000.0,56.95822195,24.29356955
For sale,Dzegužkalns,Daugavgrīvas 68a,2,66.0,2.0,5.0,Staļina,Masonry,All amenities,75000.0,56.955990899999996,24.069582699999998
For rent,Šampēteris-Pleskodāle,Ventspils 65,1,25.0,2.0,3.0,Specpr.,Masonry,All amenities,250.0,56.94920210000001,23.958741500000002
For sale,Daugavgrīva,Parādes 3,3,65.0,1.0,5.0,Specpr.,Panel,All amenities,39000.0,57.04145835,24.032991320024124
For rent,centrs,Republikas laukums 3,1,43.0,3.0,7.0,Jaun.,Masonry,All amenities,37.0,56.9552522,24.0999991251943
For rent,Purvciems,Žagatu 20a,2,50.0,7.0,9.0,602.,Panel,All amenities,350.0,56.96295835,24.18734441334219
For sale,centrs,Tomsona 9,3,127.0,2.0,3.0,Jaun.,Brick,All amenities,198000.0,56.96428355000001,24.12455414798608
For sale,Ķengarags,Maskavas 258,3,61.0,1.0,5.0,Hrušč.,Panel,All amenities,53500.0,56.8597884,24.3083417
For sale,centrs,Blaumaņa 36,2,55.0,3.0,5.0,P. kara,Masonry,All amenities,89000.0,56.95172905,24.125814894424444
For sale,Mangaļi,Ezera 19,1,25.0,2.0,2.0,P. kara,Masonry,All amenities,25000.0,57.021333,24.13098685
For sale,Purvciems,Kastrānes 2a,2,39.0,2.0,5.0,Hrušč.,Brick,All amenities,35500.0,56.97017405,24.17807106279073
For rent,Mežciems,Kaivas 15,2,42.0,4.0,5.0,Jaun.,Panel,All amenities,420.0,56.9541725,24.2443253
For sale,Jugla,Murjāņu 42,2,47.26,2.0,5.0,Hrušč.,Panel,All amenities,36500.0,56.9776497,24.248527740540155
For sale,Jugla,Juglas 29,3,57.0,4.0,5.0,Hrušč.,Panel,All amenities,52000.0,56.982083200000005,24.25121695557171
For rent,Ziepniekkalns,Ozolciema 54,1,44.0,3.0,9.0,M. ģim.,Panel,All amenities,230.0,56.9014001,24.099885564510004
For sale,Zolitūde,Gramzdas 21,1,46.0,6.0,9.0,119.,Panel,All amenities,48000.0,56.943221799999996,24.006231867188557
For sale,centrs,Eksporta 2,3,59.7,5.0,4.0,Staļina,Panel-Brick,All amenities,101500.0,56.95619685,24.098819615355055
